,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,A Indx,density,pH,sulphates,Vit Indx,quality,Type
5652,6.6,0.35,0.19,,0.06,15,82,14.8494814,0.99588,3.13,low,low,low,Lemon_Juice
5653,6.4,0.24,0.25,very_high,0.083,35,157,14.18754284,0.99976,3.17,low,very_low,low,Lemon_Juice
5654,,0.31,0.24,very_low,0.037,39,150,15.91065653,0.9913,3.05,low,medium,high,Lemon_Juice
5655,,0.27,0.79,very_high,0.04,51,159,18.09288702,0.99839,2.98,low,very_low,low,Lemon_Juice
5656,8.1,0.17,0.44,very_high,0.053,43,145,18.06680023,1.0006,3.28,medium,very_low,high,Lemon_Juice
5657,,0.33,0.34,high,0.067,35,156,14.82003382,0.99542,3.11,low,very_low,high,Lemon_Juice
5658,5.1,0.305,0.13,very_low,0.036,17,,10.58195349,0.99,3.4,medium,high,low,Lemon_Juice
5659,7.8,0.53,0.01,very_low,0.077,3,19,16.02085937,0.995,3.16,low,low,low,Orange_Juice
5660,7,0.17,0.33,low,0.034,17,127,15.69450445,0.9934,3.19,low,low,high,Lemon_Juice
5661,12.7,0.59,,low,0.082,11,22,28.17668256,1,3,medium,very_low,high,Orange_Juice
5662,5.8,0.31,0.33,very_low,,23,99,13.28793507,0.9916,3.18,medium,low,high,Lemon_Juice
5663,9.3,0.48,0.29,low,,6,16,20.33235743,0.9968,3.22,medium,medium,low,Orange_Juice
5664,7.2,0.28,0.3,very_high,0.044,61,222,16.10166539,0.9972,3.14,low,very_low,high,Lemon_Juice
5665,7.4,0.16,0.27,very_high,0.05,25,135,16.00585816,0.9984,2.9,low,very_low,high,Lemon_Juice
5666,7.4,0.24,0.29,very_high,0.05,21,105,16.28920872,0.9962,3.13,low,low,,Lemon_Juice
5667,8.1,,0.1,low,0.09,4,13,17.19584371,0.99855,3.36,low,low,low,Orange_Juice
5668,7.1,,0.3,very_high,0.041,63,192,,0.99642,3.12,low,low,high,Lemon_Juice
5669,7.4,0.33,0.26,low,0.04,29,115,16.26454459,0.9913,3.07,medium,medium,high,Lemon_Juice
5670,7.2,,0.39,very_low,0.053,26,106,15.9451643,0.99166,3.18,low,medium,high,Lemon_Juice
5671,7.2,0.31,0.5,very_high,0.056,68,195,16.3294437,0.9982,3.01,low,very_low,low,Lemon_Juice
5672,7.2,0.27,0.42,very_low,0.05,35,135,16.68847401,0.992,2.94,low,,high,Lemon_Juice
5673,6.7,0.325,0.82,very_low,0.152,49,120,16.02486144,0.99312,,low,very_low,low,Lemon_Juice
5674,7.2,0.57,0.05,low,0.081,16,36,15.3156228,0.99564,3.38,medium,low,high,Orange_Juice
5675,7,0.25,0.45,low,0.045,40,118,15.74570904,0.99064,3.16,low,medium,high,Lemon_Juice
5676,6,0.2,0.26,very_high,0.045,53,125,13.77682463,0.998365,2.99,medium,low,high,Lemon_Juice
5677,7.1,0.59,0.01,low,0.077,20,85,15.09498254,0.99746,3.55,medium,low,low,Orange_Juice
5678,8.2,0.23,0.37,very_low,0.042,39,117,17.94241484,0.9928,2.99,low,low,low,Lemon_Juice
5679,8.2,0.64,0.27,very_low,0.095,5,77,18.38180813,0.99747,3.13,medium,very_low,high,Orange_Juice
5680,7.2,0.51,0.24,very_high,0.093,35,197,15.00263662,0.9981,3.41,low,very_low,low,Lemon_Juice
5681,5.6,0.19,0.31,low,0.027,11,,12.50752493,0.98964,3.46,low,high,high,Lemon_Juice
5682,,0.18,0.36,low,0.049,38,123,,0.996,3.6,low,low,low,
5683,,0.27,0.24,low,0.072,15,33,21.62309217,0.9956,3.22,medium,high,high,Orange_Juice
5684,7.3,0.4,0.24,high,0.058,41,166,15.80987486,0.995,3.2,low,low,high,Lemon_Juice
5685,6.7,0.26,0.29,high,0.036,,100,14.48289802,0.99534,3.08,low,very_low,,Lemon_Juice
5686,7.5,0.14,0.74,very_low,0.035,21,126,18.27621035,0.9933,3.26,low,low,high,Lemon_Juice
5687,6.5,0.2,0.24,very_high,0.044,25,150,14.05211651,0.99502,,,low,low,Lemon_Juice
5688,7,0.18,0.49,medium,0.04,34,125,15.8526999,0.9914,3.24,low,high,high,Lemon_Juice
5689,8.4,0.27,0.46,very_high,0.048,39,197,19.29947665,0.9974,3.14,medium,low,high,Lemon_Juice
5690,6.7,0.35,0.32,very_high,0.032,,113,14.8865222,0.99188,3.13,medium,high,high,Lemon_Juice
5691,9.5,0.56,0.33,low,0.089,35,67,20.99966554,0.9972,3.28,medium,medium,high,Orange_Juice
5692,6.2,0.21,0.29,very_low,0.039,24,,13.73109618,0.99114,3.27,low,medium,high,Lemon_Juice
5693,5.7,0.32,0.18,very_low,0.029,26,104,12.60831353,0.9906,,low,medium,high,Lemon_Juice
5694,5.7,0.24,0.3,very_low,0.03,25,98,12.67781691,0.98968,3.37,low,high,high,
5695,8.4,0.22,0.3,very_low,0.038,45,122,18.81439521,0.99178,3.13,medium,medium,high,Lemon_Juice
5696,10.7,0.67,0.22,low,0.107,17,,22.79371332,1.0004,3.28,medium,low,high,Orange_Juice
5697,8.3,0.26,0.42,very_low,0.08,11,27,18.32641007,0.9974,3.21,medium,low,high,Orange_Juice
5698,7.9,0.16,,,0.037,52,187,18.07800298,0.9998,2.99,low,very_low,low,Lemon_Juice
5699,6.8,0.21,0.36,very_high,0.046,32,133,15.37180308,1,3.27,low,,low,Lemon_Juice
5700,7.3,0.2,0.37,very_low,0.037,48,119,16.21011075,0.992,3.32,low,medium,high,Lemon_Juice
5701,6,0.18,0.27,very_low,0.089,40,143,13.10462663,0.9923,3.49,medium,medium,high,Lemon_Juice
5702,7.7,0.2,0.44,very_high,0.05,44,130,17.06194415,0.99855,3.11,low,low,high,Lemon_Juice
5703,7,0.29,0.54,very_high,0.046,59,234,16.02820253,0.9966,3.05,medium,low,low,Lemon_Juice
5704,6.1,0.28,0.27,medium,0.03,56,140,13.08992604,0.99042,3.16,low,high,,Lemon_Juice
5705,8.2,0.56,0.23,low,0.078,,104,18.12579355,0.9976,3.28,medium,low,low,Orange_Juice
5706,5.2,0.185,0.22,very_low,0.03,47,123,11.16363763,0.99218,,low,low,high,
5707,5.6,0.28,0.27,low,0.043,52,158,12.74766006,0.99202,3.35,low,low,high,Lemon_Juice
5708,6.2,,0.38,low,0.031,20,89,14.30175846,0.98956,3.06,low,medium,high,Lemon_Juice
5709,8,0.36,0.43,,0.053,29,146,18.33388701,0.9982,3.4,,low,high,Lemon_Juice
5710,5.7,0.39,0.25,medium,0.033,49,113,12.84160656,0.98966,3.26,medium,high,high,Lemon_Juice
5711,6.5,0.51,0.25,very_low,0.048,39,177,13.90071367,0.99212,3.28,medium,low,low,Lemon_Juice
5712,7.8,0.26,0.44,very_low,0.037,43,,17.75814221,0.9944,3.18,medium,low,low,Lemon_Juice
5713,6.6,0.26,0.36,very_low,0.035,43,126,15.22935422,0.99094,3.01,,medium,high,Lemon_Juice
5714,7.5,0.33,0.28,medium,0.042,21,155,16.54436838,0.99385,3.36,medium,medium,high,Lemon_Juice
5715,5.4,0.74,0,very_low,0.041,16,46,11.56603487,0.99258,,medium,high,high,Orange_Juice
5716,7.2,0.23,0.82,very_low,0.149,70,109,17.17432519,0.99304,2.93,low,very_low,,Lemon_Juice
5717,12.5,0.38,0.6,low,0.081,31,72,27.90406857,0.9996,3.1,medium,low,low,Orange_Juice
5718,6.9,0.57,0,,0.081,,41,15.20028648,0.99518,,medium,medium,low,Orange_Juice
5719,6.2,0.36,0.32,low,0.036,44,92,14.45957932,0.98936,3.2,low,high,high,
5720,5.5,,0.23,,0.039,10,108,11.71509697,0.99243,3.28,low,,low,Lemon_Juice
5721,8.1,0.2,0.36,very_high,0.044,63,162,18.0179736,,,,low,high,Lemon_Juice
5722,8.7,,0.73,very_high,0.044,27,191,20.20530193,,2.96,medium,very_low,low,Lemon_Juice
5723,7.3,0.35,0.67,very_high,0.053,10,100,17.26630267,0.9959,3.19,low,medium,low,Lemon_Juice
5724,6.3,0.2,0.4,very_low,0.037,35,107,13.72777173,0.9917,3.46,low,medium,high,Lemon_Juice
5725,7.5,0.58,0.03,medium,0.08,27,46,15.67836992,0.99592,3.02,low,very_low,low,Orange_Juice
5726,5.1,0.42,0.01,very_low,0.017,25,102,11.05179407,0.9894,3.38,low,high,high,Lemon_Juice
5727,8.2,,0.43,very_low,0.035,31,128,,0.9916,3.1,low,high,high,Lemon_Juice
5728,7,0.53,0.02,very_low,,39,107,14.9733097,0.993,3.2,low,very_low,low,Lemon_Juice
5729,7.9,0.44,0.26,medium,0.033,23,100,16.8192007,0.99117,3.17,medium,high,high,Lemon_Juice
5730,6.7,0.11,0.34,very_high,0.043,41,113,14.77904762,0.9962,3.42,low,very_low,high,Lemon_Juice
5731,8.2,0.37,0.36,,0.034,17,93,18.2938968,0.9906,3.04,low,medium,high,Lemon_Juice
5732,6.4,0.29,0.21,very_high,0.041,36,119,13.4604671,0.99334,2.99,low,,high,Lemon_Juice
5733,6.7,0.21,0.34,very_low,0.035,45,123,14.72858679,0.98949,3.24,low,high,high,Lemon_Juice
5734,,0.26,,very_high,0.042,47,130,14.40429189,0.996,3.08,low,low,high,Lemon_Juice
5735,11.6,,0.53,low,,33,98,25.87700182,1.001,3.2,medium,very_low,low,Orange_Juice
5736,5.8,0.2,0.24,very_low,0.033,65,169,13.22944272,0.99043,3.59,medium,high,high,Lemon_Juice
5737,5,0.2,0.4,very_low,0.015,20,98,12.22421487,0.9897,3.37,,medium,high,Lemon_Juice
5738,8.7,0.45,0.4,very_low,0.067,17,100,19.75697247,0.9957,3.27,medium,low,high,Lemon_Juice
5739,7.4,0.36,0.23,very_low,0.017,31,69,16.23655962,0.9892,2.93,low,high,high,Lemon_Juice
5740,6.6,0.25,0.41,high,0.043,29,151,14.79918269,0.9946,3.15,medium,low,high,Lemon_Juice
5741,6.3,1.02,0,,0.083,17,24,13.30475782,0.99437,,medium,medium,low,Orange_Juice
5742,5.1,0.51,0.18,,0.042,16,101,11.48759224,0.9924,3.46,medium,high,high,Orange_Juice
5743,6.4,0.35,0.28,very_low,0.055,9,160,14.04331926,0.99405,3.42,low,very_low,high,Lemon_Juice
5744,6.4,0.22,0.32,very_high,0.066,57,158,14.34481337,0.9992,3.6,,very_low,high,Lemon_Juice
5745,7.6,0.2,0.3,very_high,0.056,53,212.5,16.10584521,0.999,3.14,low,very_low,high,Lemon_Juice
5746,8.3,0.36,0.57,very_high,0.052,35,256,18.59724512,1.0001,2.93,medium,very_low,low,Lemon_Juice
5747,5.5,0.315,0.38,low,0.033,10,69,13.0702142,0.9909,3.12,medium,medium,high,Lemon_Juice
5748,7,0.29,0.37,very_low,0.035,34,126,15.26954272,0.99058,3.26,low,high,,Lemon_Juice
5749,7,0.25,0.45,low,0.045,,118,15.96855041,0.99064,3.16,low,medium,high,Lemon_Juice
5750,6.3,0.24,0.29,very_high,0.035,53,134,13.84721216,0.99567,3.17,low,low,high,Lemon_Juice
5751,7.1,0.47,0.24,medium,0.044,11,77,15.99288747,0.9956,3.21,medium,low,low,Lemon_Juice
5752,5.6,0.18,0.58,very_low,0.034,29,129,13.83898006,0.98984,3.51,medium,medium,high,Lemon_Juice
5753,7,0.45,0.34,low,0.082,16,,16.12321265,0.998,3.55,medium,low,low,Orange_Juice
5754,5.8,0.19,0.33,medium,0.038,49,133,13.34684064,0.99107,3.16,low,medium,high,Lemon_Juice
5755,6.9,0.44,0.27,medium,0.038,33,166,15.08139458,0.99124,3.2,low,high,high,Lemon_Juice
5756,11.5,0.42,0.48,,0.077,8,20,25.71689543,0.99852,3.09,medium,medium,low,Orange_Juice
5757,7.4,0.13,0.39,medium,0.042,36,137,17.12071873,0.995,3.36,medium,low,high,Lemon_Juice
5758,5.6,0.23,0.25,high,0.043,31,101,12.41171279,0.99429,3.19,low,low,high,Lemon_Juice
5759,6.5,0.23,,very_low,0.036,41,98,14.28786101,0.99,3.19,low,medium,high,Lemon_Juice
5760,11.2,0.66,0.24,low,0.085,16,53,24.43581918,0.9993,3.06,medium,medium,high,Orange_Juice
5761,6.3,0.32,0.17,very_high,0.06,51,190,13.77887393,0.99916,3.13,low,very_low,high,Lemon_Juice
5762,8.1,0.3,0.49,very_high,0.037,26,174,18.48450684,0.9943,,low,medium,high,Lemon_Juice
5763,7.2,0.17,0.34,high,0.042,16,111,16.04497937,0.99278,2.99,low,medium,high,Lemon_Juice
5764,8.3,0.42,0.62,very_high,0.04,41,172,18.9313982,1.0002,2.98,medium,,low,Lemon_Juice
5765,5.7,0.36,0.21,high,0.038,51,166,12.62112148,0.9941,3.29,medium,low,high,Lemon_Juice
5766,7,0.15,,very_high,0.051,29,149,16.01396404,0.99792,2.96,low,very_low,high,Lemon_Juice
5767,5,1.02,0.04,very_low,0.045,41,85,10.89920266,0.9938,3.75,low,low,low,Orange_Juice
5768,7.8,0.25,0.41,low,0.042,37,149,17.25605175,0.9954,3.36,low,low,high,Lemon_Juice
5769,11.9,0.4,0.65,low,0.068,7,27,27.06680595,0.9988,,medium,medium,high,Orange_Juice
5770,7.2,,0.3,low,0.083,35,72,15.4744963,0.997,3.44,medium,low,low,Orange_Juice
5771,5.5,0.32,0.13,very_low,0.037,45,156,11.80012548,0.99184,3.26,low,low,low,Lemon_Juice
5772,7.1,0.26,0.19,very_high,0.051,53,187,14.19623703,0.996,3.16,medium,low,low,Lemon_Juice
5773,6.4,0.1,0.35,medium,0.048,31,103,14.09638334,0.9947,3.43,medium,low,high,Lemon_Juice
5774,5.9,0.36,0.41,very_low,0.047,45,104,13.71251728,0.9917,3.33,medium,low,high,Lemon_Juice
5775,5.5,0.28,0.21,very_low,0.032,23,85,11.68195982,,3.42,low,high,low,Lemon_Juice
5776,5.6,0.185,0.19,high,0.048,36,110,11.64972832,0.99438,3.26,low,low,high,Lemon_Juice
5777,8.6,0.47,0.47,low,0.074,7,29,19.33841538,0.9979,3.08,low,low,low,Orange_Juice
5778,7.8,0.28,0.32,very_high,0.036,34,115,17.2971695,0.9952,3.17,low,,high,Lemon_Juice
5779,7.2,0.35,0.25,medium,0.032,23,120,,0.99334,2.93,medium,low,high,Lemon_Juice
5780,7.1,0.17,0.38,high,,49,182,15.84645863,0.9958,3.35,medium,low,high,Lemon_Juice
5781,6.8,,0.35,,0.044,57,220,14.80937772,0.99775,3.07,medium,very_low,low,Lemon_Juice
5782,7.7,0.24,0.29,very_high,0.044,39,194,16.34678262,0.9982,3.06,low,low,high,Lemon_Juice
5783,,0.16,0.28,low,0.046,40,153,14.48141083,0.9921,3.38,medium,medium,high,
5784,7.2,0.37,0.4,very_high,0.032,34,214,16.2520021,0.9963,3.1,medium,low,high,Lemon_Juice
5785,7.2,0.21,0.33,low,0.036,,132,16.31321391,0.9928,3.25,low,medium,high,Lemon_Juice
5786,7.3,0.23,0.41,very_high,,73,223,16.79160208,0.99863,3.16,medium,low,high,Lemon_Juice
5787,6.8,0.24,0.34,medium,0.032,37,135,15.18224149,0.9927,3.2,low,low,low,Lemon_Juice
5788,8.3,0.17,0.31,very_low,0.049,48,153,17.43444421,0.9942,3.12,medium,low,high,Lemon_Juice
5789,10.2,0.42,0.57,low,,4,10,22.94784752,0.9971,3.04,medium,low,low,Orange_Juice
5790,6.4,0.15,0.31,very_low,0.044,25,96,14.16307153,0.9932,3.54,medium,low,high,Lemon_Juice
5791,6.7,0.21,0.48,very_high,0.05,31,195,15.21074709,0.99942,2.95,medium,very_low,high,Lemon_Juice
5792,5.8,0.27,0.27,very_high,0.045,55,170,12.96896038,0.9972,3.28,low,very_low,high,Lemon_Juice
5793,9.6,0.25,0.54,very_low,0.04,16,160,20.93633498,0.9938,2.94,low,low,low,Lemon_Juice
5794,6.1,0.35,0.24,low,0.034,25,133,13.4423812,0.9906,3.34,medium,medium,high,Lemon_Juice
5795,6.7,0.24,0.35,very_high,0.05,64,205,15.75958465,0.997,3.15,low,low,low,Lemon_Juice
5796,8,0.28,,very_low,0.081,28,68,18.06565704,0.99501,3.36,medium,medium,low,Orange_Juice
5797,11.7,0.49,0.49,low,0.083,5,15,25.63412718,1,,low,very_low,,Orange_Juice
5798,6.3,0.41,0.3,low,0.03,49,164,13.57756245,0.9927,3.53,medium,,high,Lemon_Juice
5799,7.2,0.34,0.21,low,0.075,41,68,15.92427224,,3.37,medium,low,high,Orange_Juice
5800,8.3,0.4,0.38,very_low,,15,75,18.34835951,0.9934,3.03,low,very_low,low,
5801,8.4,0.23,0.32,,0.048,59,113,18.64728156,0.99178,3.1,medium,medium,high,Lemon_Juice
5802,6.6,,,very_low,0.04,31,101,15.02452618,0.99009,3.15,medium,medium,low,Lemon_Juice
5803,6,0.28,0.25,very_low,0.042,8,108,13.14781181,0.9929,3.08,medium,very_low,,Lemon_Juice
5804,6.7,0.31,0.33,very_low,0.033,12,74,15.02218589,0.99064,3.29,medium,high,high,Lemon_Juice
5805,6.1,0.27,0.33,low,0.021,,117,13.57466912,0.9886,3.12,low,high,high,Lemon_Juice
5806,7.6,0.1,0.33,very_low,0.031,33,93,16.66395153,0.99094,3.06,medium,medium,high,Lemon_Juice
5807,8,0.42,0.32,low,0.08,26,122,17.91145297,0.99801,3.22,high,low,low,Orange_Juice
5808,10.8,0.45,0.33,low,0.099,20,38,24.13749413,0.99818,3.24,medium,medium,low,Orange_Juice
5809,6.1,0.34,0.29,low,0.036,25,100,13.37450875,0.98938,3.06,low,medium,high,Lemon_Juice
5810,6.9,0.28,0.3,very_high,0.026,37,113,15.11789932,0.99139,2.99,low,high,high,Lemon_Juice
5811,6.9,0.31,0.34,high,0.059,36,174,15.55206521,0.9963,3.46,,medium,high,Lemon_Juice
5812,8.1,0.87,0,low,0.096,26,61,17.17449421,1.00025,3.6,medium,low,,Orange_Juice
5813,7.9,0.29,0.36,very_high,0.033,43,208,17.46612528,0.9969,3.14,low,low,low,Lemon_Juice
5814,,0.18,0.26,very_high,,17,149,,0.9984,3,low,low,,Lemon_Juice
5815,6.4,0.24,0.25,very_high,0.083,35,,14.33881452,0.99976,3.17,low,very_low,low,Lemon_Juice
5816,6.2,,0.32,very_low,,,130,14.29270335,0.9911,3.28,low,medium,high,Lemon_Juice
5817,6.5,0.2,0.31,low,0.033,32,95,14.78571155,0.989435,2.96,medium,medium,high,Lemon_Juice
5818,5.6,0.34,0.25,low,0.046,47,182,12.64284645,0.99093,3.21,low,medium,low,Lemon_Juice
5819,6.3,0.3,0.48,very_low,0.069,18,61,14.8373203,0.9959,3.44,medium,low,high,Orange_Juice
5820,7.1,0.52,0.03,low,0.076,21,92,14.71333319,0.99745,,medium,low,low,
5821,6.8,0.25,0.27,very_high,0.076,47,154,14.73533234,0.9967,3.05,low,very_low,low,Lemon_Juice
5822,6.4,0.18,,very_high,0.047,53,139,13.7599697,0.99724,3.25,low,low,high,Lemon_Juice
5823,8,0.58,0.16,very_low,0.12,3,7,17.5720159,0.99454,3.22,medium,medium,high,Orange_Juice
5824,7.6,0.29,0.42,very_low,0.035,18,86,16.68210431,0.9908,2.99,low,medium,low,Lemon_Juice
5825,7.2,0.23,0.39,low,0.033,29,102,16.50647977,0.9908,3.26,medium,,high,Lemon_Juice
5826,5.9,,0.26,very_high,0.053,34,134,13.23557834,0.9972,,low,low,high,Lemon_Juice
5827,5.7,0.22,0.22,very_high,0.044,39,110,12.25196252,0.99855,3.24,low,very_low,high,Lemon_Juice
5828,5.8,,0.26,medium,0.039,,103,13.0374273,0.99478,3.36,low,very_low,high,Lemon_Juice
5829,6.6,0.56,0.14,low,0.064,13,29,,0.99397,3.42,medium,medium,high,Orange_Juice
5830,6.3,0.24,0.74,very_low,0.172,24,108,15.59582304,0.9932,,low,low,high,Lemon_Juice
5831,10,0.43,0.33,low,0.095,28,89,22.42629948,0.9984,3.22,medium,low,low,Orange_Juice
5832,5.8,0.28,0.3,low,0.026,36,105,13.20114101,0.98963,3.26,medium,high,high,Lemon_Juice
5833,6,0.24,0.41,very_low,0.036,42,118,13.73198575,0.99018,3.04,medium,medium,high,Lemon_Juice
5834,4.2,0.17,0.36,very_low,0.029,93,161,9.719444387,0.98999,3.65,medium,medium,high,Lemon_Juice
5835,6.7,0.28,0.28,low,0.012,,100,14.64168004,0.99064,3.26,low,medium,high,Orange_Juice
5836,9.4,0.4,0.47,low,0.087,6,20,21.21121891,0.99772,3.15,low,low,low,Orange_Juice
5837,6.7,0.11,0.26,very_high,0.053,44,95,14.91518093,0.99676,3.2,low,low,high,Lemon_Juice
5838,6.8,0.22,0.24,medium,0.092,30,123,14.43189039,0.9951,3.03,low,very_low,high,Lemon_Juice
5839,5,0.24,0.34,very_low,0.034,49,158,11.62530628,,3.32,low,high,,Lemon_Juice
5840,6,0.26,0.29,low,0.041,37,,13.11210099,0.98944,3.22,low,high,,Lemon_Juice
5841,7.1,0.29,0.34,high,0.036,49,128,15.8560664,0.99397,3.21,low,low,high,Lemon_Juice
5842,11.5,0.18,,low,0.104,4,23,25.31186093,0.9996,3.28,medium,low,high,Orange_Juice
5843,6.8,0.57,0,low,0.072,32,,13.89249235,,3.43,medium,medium,high,Orange_Juice
5844,,0.17,0.3,very_low,,25,119,12.77044522,0.9931,3.68,medium,low,high,Lemon_Juice
5845,8.3,,0.49,very_low,0.051,11,137,19.1361865,0.9918,3.06,low,medium,high,Lemon_Juice
5846,7.3,0.2,0.44,very_low,0.045,21,98,16.309732,0.9924,3.15,low,low,high,Lemon_Juice
5847,7.6,0.345,,very_low,0.043,,134,16.73309269,0.9936,3.08,low,low,low,Lemon_Juice
5848,7.2,0.4,0.62,very_high,0.041,70,189,16.88719318,0.9976,3.08,low,very_low,low,
5849,7.3,0.4,0.28,high,0.037,26,97,16.12229218,0.99148,3.16,medium,high,high,Lemon_Juice
5850,,0.58,0.58,very_low,0.071,5,18,26.4918298,0.998,3.09,medium,low,high,Orange_Juice
5851,6,0.32,0.33,very_high,0.032,22,90,13.55578129,0.99258,3.1,low,medium,,Lemon_Juice
5852,7.2,0.24,0.27,very_high,0.034,40,174,15.64594922,0.99773,3.2,low,very_low,low,Lemon_Juice
5853,,0.33,0.24,very_high,0.045,31,147,14.92548355,0.99822,3.08,medium,,low,Lemon_Juice
5854,7.7,0.835,0,low,0.081,6,14,16.67349943,0.9975,,medium,very_low,low,Orange_Juice
5855,6.7,0.26,0.49,very_high,0.052,,197,15.35399976,0.99558,3.19,low,low,low,Lemon_Juice
5856,8.7,0.54,0.26,low,0.097,7,,18.68557711,0.9976,3.27,medium,very_low,high,Orange_Juice
5857,7.3,0.32,0.34,high,0.032,24,112,16.05087254,0.99505,3.22,low,low,high,Lemon_Juice
5858,7.6,0.27,0.24,,0.058,19,115,16.84265117,0.9958,3.15,low,very_low,low,Lemon_Juice
5859,6.5,,0.31,low,0.03,36,92,14.88960176,0.99026,3.22,medium,high,,Lemon_Juice
5860,7.1,0.38,0.4,low,0.042,54,201,,0.99177,3.03,low,medium,low,Lemon_Juice
5861,7.1,,0.43,very_low,0.023,33,132,16.13243404,0.99067,3.11,medium,medium,high,Lemon_Juice
5862,5.6,0.19,0.46,very_low,0.032,33,,13.52497062,0.9909,3.36,,low,high,Lemon_Juice
5863,6.8,0.26,0.44,very_high,0.046,52,183,15.4990487,0.99584,3.2,medium,low,low,Lemon_Juice
5864,6.2,0.21,0.28,medium,0.028,45,121,14.21666434,0.99168,3.21,high,high,high,Lemon_Juice
5865,7.2,0.23,0.19,very_high,0.052,47,197,15.8221083,0.99865,3.12,medium,very_low,low,Lemon_Juice
5866,6.8,,0.3,very_high,0.062,19,171,14.9889078,0.99808,3,medium,very_low,high,Lemon_Juice
5867,7.4,0.155,0.34,low,0.045,73.5,214,,0.9934,3.18,medium,low,high,Lemon_Juice
5868,6.3,0.28,0.22,very_high,0.036,27,150,13.95245803,0.99445,3,low,low,high,Lemon_Juice
5869,6,0.28,0.27,very_high,0.036,31,,13.41463761,0.99408,3.19,low,high,,Lemon_Juice
5870,6,0.28,0.52,high,0.028,37,104,13.69667602,0.99161,3.28,medium,medium,high,Lemon_Juice
5871,,0.5,0.22,medium,0.036,,131,14.31433848,0.9902,3.26,medium,high,,Lemon_Juice
5872,6.6,0.24,0.3,very_high,0.052,18,143,,0.99825,3.37,low,low,high,Lemon_Juice
5873,7,0.36,0.35,low,0.048,67,161,15.12133503,0.99146,3.05,medium,medium,high,Lemon_Juice
5874,6.4,0.16,0.32,very_high,0.038,38,118,14.22481163,0.99449,3.19,low,low,low,Lemon_Juice
5875,6.8,0.41,0.3,very_high,0.045,28,131,14.72852845,0.9953,,medium,low,low,Lemon_Juice
5876,6.5,0.33,0.3,low,0.036,34,88,14.88345905,0.99028,3.25,medium,high,high,Lemon_Juice
5877,12,0.28,0.49,very_low,,10,21,26.01061643,0.9976,2.98,medium,low,high,Orange_Juice
5878,6.6,0.7,,low,0.106,14,27,14.86226492,0.99665,3.44,medium,low,low,Orange_Juice
5879,5.5,0.21,0.25,very_low,0.04,18,75,12.24583421,0.99006,3.31,medium,medium,high,Lemon_Juice
5880,6.2,0.22,0.28,low,0.04,24,125,13.70327359,0.9917,3.19,low,low,high,Lemon_Juice
5881,7.2,0.23,0.39,very_high,0.058,49,192,15.85183703,0.9979,2.98,,very_low,high,Lemon_Juice
5882,6.8,0.26,0.4,high,0.046,45,179,15.29298838,0.99583,3.2,low,very_low,low,Lemon_Juice
5883,6.2,0.56,0.09,very_low,0.053,24,32,13.52992643,0.99402,3.54,medium,medium,low,Orange_Juice
5884,6.2,0.35,0.31,low,0.036,37,92,13.83440363,0.98938,3.27,medium,high,high,Lemon_Juice
5885,7.3,0.31,0.69,very_high,0.041,58,160,17.13403063,0.9977,3.06,low,very_low,low,Lemon_Juice
5886,7.1,0.28,0.44,very_low,0.032,32,107,16.21152051,0.9907,,low,high,high,Lemon_Juice
5887,7.8,0.22,0.26,very_high,0.047,38,132,17.25671525,0.997,3.25,medium,low,high,Lemon_Juice
5888,6.8,0.33,0.31,high,0.045,,143,15.46186371,0.99226,,medium,high,,Lemon_Juice
5889,6.1,0.17,0.27,very_low,0.056,45,135,12.86230991,0.9924,3.2,low,low,high,Lemon_Juice
5890,6.8,,0.18,high,0.041,71,223,15.38770059,0.9959,3.14,low,very_low,low,Lemon_Juice
5891,5.7,0.25,0.26,very_high,0.049,52.5,106,12.49576958,0.99691,3.08,low,low,high,Lemon_Juice
5892,6.5,0.15,0.44,very_high,0.052,65,158,15.02739797,0.99688,3.26,medium,low,high,
5893,6.9,0.39,0.24,low,0.102,4,7,14.93755862,0.99462,3.44,,medium,low,Orange_Juice
5894,6.2,0.21,0.27,very_low,0.038,41,150,13.60227216,0.9933,3.49,medium,,high,Lemon_Juice
5895,6.4,0.25,0.32,very_high,0.038,69,192,14.43106931,0.99573,3.14,low,low,high,Lemon_Juice
5896,6,0.28,0.25,very_low,0.042,8,108,13.60269495,0.9929,3.08,medium,very_low,low,Lemon_Juice
5897,6.8,,0.33,medium,0.047,,130,15.23208269,0.99283,3.12,medium,medium,high,Lemon_Juice
5898,6.5,0.22,0.5,very_high,0.048,36,182,15.43678727,0.99904,3.02,low,,,Lemon_Juice
5899,10.5,0.24,0.47,low,0.066,6,24,23.08836359,0.9978,,medium,medium,high,Orange_Juice
5900,10.2,0.29,0.49,low,0.059,5,13,22.65941793,0.9976,3.05,medium,low,high,Orange_Juice
5901,6.5,0.23,0.45,low,0.027,43,104,15.24595179,0.99054,3.02,medium,medium,high,Lemon_Juice
5902,8,0.25,0.27,very_high,0.036,15,85,17.31522915,0.99406,2.99,low,medium,high,Lemon_Juice
5903,8,0.26,0.28,medium,0.05,34,150,,0.99437,3.13,low,low,high,Lemon_Juice
5904,7.1,0.59,0.01,low,0.08,27,43,14.88601395,0.9955,3.42,medium,low,,Orange_Juice
